method,number_feature,in_safari,accuracy,auc,f1,mcc
GOcc_20,120,4,0.581,0.557,0.669,0.124
GOcc_20,130,4,0.591,0.568,0.678,0.148
GOcc_20,140,5,0.575,0.549,0.669,0.11
GOcc_20,150,6,0.548,0.523,0.647,0.05
GOcc_20,160,7,0.586,0.561,0.675,0.135
GOcc_20,170,7,0.575,0.549,0.669,0.11
GOcc_20,180,9,0.581,0.554,0.675,0.121
GOcc_20,190,9,0.565,0.54,0.658,0.087
GOcc_20,200,9,0.64,0.616,0.717,0.255
GOcc_20,210,9,0.651,0.626,0.728,0.28
GOcc_20,220,9,0.683,0.658,0.753,0.352
GOcc_20,230,9,0.597,0.57,0.689,0.157
GOcc_20,240,9,0.597,0.568,0.691,0.156
GOcc_20,250,9,0.618,0.593,0.703,0.207
GOcc_20,260,10,0.559,0.532,0.658,0.072
GOcc_20,270,10,0.597,0.568,0.691,0.156
GOcc_20,280,10,0.602,0.575,0.694,0.169
GOcc_20,290,11,0.591,0.566,0.681,0.147
GOcc_20,300,11,0.608,0.582,0.695,0.182
GOcc_20,310,11,0.608,0.581,0.697,0.182
GOcc_20,320,11,0.608,0.582,0.695,0.182
GOcc_20,330,11,0.618,0.592,0.705,0.206
GOcc_20,340,12,0.613,0.585,0.702,0.194
GOcc_20,350,12,0.624,0.596,0.711,0.219
GOcc_20,360,12,0.629,0.604,0.711,0.231
GOcc_20,370,12,0.651,0.624,0.73,0.28
GOcc_20,380,13,0.656,0.63,0.733,0.292
GOcc_20,390,15,0.586,0.561,0.675,0.135
GOcc_20,400,16,0.597,0.571,0.686,0.158
GOcc_20,410,16,0.64,0.613,0.722,0.256
GOcc_20,420,16,0.645,0.621,0.723,0.267
GOcc_20,430,16,0.629,0.606,0.706,0.231
GOcc_20,440,16,0.634,0.611,0.712,0.243
GOcc_20,450,17,0.629,0.605,0.709,0.231
GOcc_20,460,17,0.645,0.623,0.718,0.267
GOcc_20,470,17,0.651,0.628,0.723,0.279
GOcc_20,480,18,0.645,0.623,0.718,0.267
GOcc_20,490,19,0.64,0.62,0.71,0.256
GOcc_20,500,19,0.64,0.622,0.705,0.257
pubmed_40,10,0,0.548,0.507,0.679,0.02
pubmed_40,20,1,0.538,0.499,0.667,-0.003
pubmed_40,30,1,0.602,0.58,0.684,0.173
pubmed_40,40,1,0.586,0.556,0.686,0.131
pubmed_40,50,1,0.511,0.476,0.637,-0.058
pubmed_40,60,1,0.565,0.531,0.677,0.075
pubmed_40,70,1,0.57,0.537,0.68,0.089
pubmed_40,80,2,0.581,0.545,0.693,0.113
pubmed_40,90,3,0.575,0.547,0.675,0.107
pubmed_40,100,4,0.591,0.568,0.678,0.148
pubmed_40,110,4,0.602,0.577,0.689,0.171
pubmed_40,120,5,0.586,0.561,0.675,0.135
pubmed_40,130,6,0.608,0.587,0.684,0.186
pubmed_40,140,6,0.586,0.561,0.675,0.135
pubmed_40,150,6,0.597,0.575,0.678,0.161
pubmed_40,160,7,0.591,0.57,0.672,0.15
pubmed_40,170,7,0.57,0.546,0.661,0.1
pubmed_40,180,7,0.64,0.616,0.717,0.255
pubmed_40,190,7,0.548,0.524,0.644,0.052
pubmed_40,200,7,0.543,0.519,0.638,0.042
pubmed_40,210,7,0.613,0.589,0.695,0.195
pubmed_40,220,8,0.629,0.605,0.709,0.231
pubmed_40,230,8,0.597,0.567,0.694,0.156
pubmed_40,240,9,0.597,0.57,0.689,0.157
pubmed_40,250,9,0.651,0.624,0.73,0.28
pubmed_40,260,10,0.618,0.592,0.705,0.206
pubmed_40,270,10,0.613,0.585,0.702,0.194
pubmed_40,280,10,0.591,0.569,0.675,0.149
pubmed_40,290,10,0.597,0.57,0.689,0.157
pubmed_40,300,10,0.613,0.587,0.7,0.194
pubmed_40,310,10,0.624,0.599,0.706,0.219
pubmed_40,320,10,0.624,0.598,0.708,0.219
pubmed_40,330,10,0.624,0.599,0.706,0.219
pubmed_40,340,10,0.634,0.61,0.714,0.243
pubmed_40,350,11,0.656,0.632,0.731,0.291
pubmed_40,360,11,0.667,0.643,0.739,0.315
pubmed_40,370,11,0.575,0.548,0.672,0.108
pubmed_40,380,12,0.64,0.616,0.717,0.255
pubmed_40,390,12,0.64,0.616,0.717,0.255
pubmed_40,400,12,0.64,0.616,0.717,0.255
pubmed_40,410,12,0.656,0.632,0.731,0.291
pubmed_40,420,12,0.667,0.641,0.742,0.316
pubmed_40,430,12,0.677,0.653,0.748,0.34
pubmed_40,440,14,0.656,0.63,0.733,0.292
pubmed_40,450,15,0.651,0.626,0.728,0.28
pubmed_40,460,15,0.656,0.63,0.733,0.292
pubmed_40,470,18,0.634,0.611,0.712,0.243
pubmed_40,480,18,0.645,0.625,0.716,0.267
pubmed_40,490,18,0.618,0.593,0.703,0.207
pubmed_40,500,18,0.651,0.629,0.721,0.279
co_expression_30,10,0,0.548,0.507,0.679,0.02
co_expression_30,20,1,0.527,0.509,0.611,0.018
co_expression_30,30,1,0.554,0.525,0.658,0.057
co_expression_30,40,1,0.575,0.545,0.678,0.105
co_expression_30,50,1,0.559,0.532,0.658,0.072
co_expression_30,60,1,0.591,0.56,0.694,0.142
co_expression_30,70,1,0.559,0.525,0.675,0.06
co_expression_30,80,2,0.597,0.567,0.694,0.156
co_expression_30,90,2,0.618,0.589,0.71,0.206
co_expression_30,100,3,0.602,0.575,0.694,0.169
co_expression_30,110,4,0.602,0.575,0.694,0.169
co_expression_30,120,4,0.591,0.562,0.689,0.144
co_expression_30,130,5,0.565,0.538,0.661,0.085
co_expression_30,140,6,0.565,0.538,0.661,0.085
co_expression_30,150,6,0.57,0.546,0.661,0.1
co_expression_30,160,7,0.57,0.544,0.664,0.098
co_expression_30,170,7,0.575,0.551,0.667,0.111
co_expression_30,180,8,0.581,0.555,0.672,0.122
co_expression_30,190,9,0.651,0.627,0.726,0.279
co_expression_30,200,9,0.629,0.606,0.706,0.231
co_expression_30,210,9,0.645,0.619,0.725,0.268
co_expression_30,220,9,0.672,0.647,0.745,0.328
co_expression_30,230,9,0.645,0.621,0.723,0.267
co_expression_30,240,9,0.597,0.574,0.681,0.16
co_expression_30,250,10,0.597,0.574,0.681,0.16
co_expression_30,260,10,0.613,0.585,0.702,0.194
co_expression_30,270,11,0.64,0.611,0.727,0.257
co_expression_30,280,11,0.618,0.592,0.705,0.206
co_expression_30,290,11,0.618,0.589,0.71,0.206
co_expression_30,300,11,0.597,0.567,0.694,0.156
co_expression_30,310,11,0.634,0.611,0.712,0.243
co_expression_30,320,12,0.624,0.6,0.703,0.219
co_expression_30,330,12,0.608,0.583,0.692,0.183
co_expression_30,340,12,0.618,0.59,0.708,0.206
co_expression_30,350,12,0.618,0.592,0.705,0.206
co_expression_30,360,12,0.624,0.596,0.711,0.219
co_expression_30,370,12,0.634,0.609,0.717,0.243
co_expression_30,380,13,0.651,0.626,0.728,0.28
co_expression_30,390,13,0.634,0.611,0.712,0.243
co_expression_30,400,13,0.64,0.616,0.717,0.255
co_expression_30,410,14,0.64,0.617,0.715,0.255
co_expression_30,420,15,0.651,0.628,0.723,0.279
co_expression_30,430,15,0.651,0.628,0.723,0.279
co_expression_30,440,15,0.667,0.643,0.739,0.315
co_expression_30,450,16,0.661,0.638,0.734,0.303
co_expression_30,460,16,0.651,0.626,0.728,0.28
co_expression_30,470,17,0.645,0.621,0.723,0.267
co_expression_30,480,18,0.661,0.638,0.734,0.303
co_expression_30,490,19,0.661,0.638,0.734,0.303
co_expression_30,500,19,0.661,0.638,0.734,0.303
PPI_90,10,0,0.548,0.507,0.679,0.02
PPI_90,20,1,0.527,0.509,0.611,0.018
PPI_90,30,1,0.554,0.525,0.658,0.057
PPI_90,40,1,0.575,0.545,0.678,0.105
PPI_90,50,1,0.527,0.496,0.642,-0.01
PPI_90,60,1,0.543,0.509,0.661,0.021
PPI_90,70,1,0.559,0.525,0.675,0.06
PPI_90,80,2,0.597,0.567,0.694,0.156
PPI_90,90,3,0.591,0.562,0.689,0.144
PPI_90,100,4,0.597,0.568,0.691,0.156
PPI_90,110,4,0.597,0.57,0.689,0.157
PPI_90,120,4,0.602,0.576,0.692,0.17
PPI_90,130,5,0.565,0.538,0.661,0.085
PPI_90,140,5,0.586,0.561,0.675,0.135
PPI_90,150,6,0.575,0.551,0.667,0.111
PPI_90,160,7,0.581,0.555,0.672,0.122
PPI_90,170,7,0.575,0.551,0.667,0.111
PPI_90,180,9,0.554,0.53,0.647,0.065
PPI_90,190,9,0.667,0.641,0.742,0.316
PPI_90,200,9,0.656,0.634,0.726,0.291
PPI_90,210,9,0.661,0.636,0.736,0.304
PPI_90,220,9,0.613,0.587,0.7,0.194
PPI_90,230,9,0.608,0.583,0.692,0.183
PPI_90,240,9,0.559,0.531,0.661,0.07
PPI_90,250,9,0.575,0.548,0.672,0.108
PPI_90,260,10,0.548,0.521,0.65,0.048
PPI_90,270,10,0.618,0.59,0.708,0.206
PPI_90,280,11,0.602,0.577,0.689,0.171
PPI_90,290,11,0.602,0.576,0.692,0.17
PPI_90,300,11,0.629,0.605,0.709,0.231
PPI_90,310,11,0.618,0.59,0.708,0.206
PPI_90,320,11,0.597,0.571,0.686,0.158
PPI_90,330,12,0.618,0.592,0.705,0.206
PPI_90,340,12,0.613,0.588,0.697,0.195
PPI_90,350,12,0.618,0.593,0.703,0.207
PPI_90,360,13,0.624,0.599,0.706,0.219
PPI_90,370,13,0.651,0.623,0.733,0.281
PPI_90,380,14,0.64,0.612,0.724,0.256
PPI_90,390,14,0.661,0.635,0.739,0.305
PPI_90,400,15,0.64,0.613,0.722,0.256
PPI_90,410,16,0.634,0.611,0.712,0.243
PPI_90,420,16,0.629,0.606,0.706,0.231
PPI_90,430,16,0.634,0.611,0.712,0.243
PPI_90,440,16,0.661,0.64,0.73,0.302
PPI_90,450,16,0.651,0.627,0.726,0.279
PPI_90,460,16,0.608,0.587,0.684,0.186
PPI_90,470,17,0.602,0.582,0.678,0.175
PPI_90,480,18,0.656,0.63,0.733,0.292
PPI_90,490,18,0.629,0.605,0.709,0.231
PPI_90,500,21,0.629,0.608,0.704,0.232
GOmf_0,10,0,0.548,0.507,0.679,0.02
GOmf_0,20,1,0.527,0.509,0.611,0.018
GOmf_0,30,1,0.554,0.525,0.658,0.057
GOmf_0,40,1,0.575,0.545,0.678,0.105
GOmf_0,50,1,0.527,0.496,0.642,-0.01
GOmf_0,60,1,0.543,0.509,0.661,0.021
GOmf_0,70,1,0.559,0.525,0.675,0.06
GOmf_0,80,2,0.597,0.567,0.694,0.156
GOmf_0,90,3,0.591,0.562,0.689,0.144
GOmf_0,100,4,0.597,0.568,0.691,0.156
GOmf_0,110,4,0.597,0.57,0.689,0.157
GOmf_0,120,4,0.602,0.576,0.692,0.17
GOmf_0,130,5,0.565,0.538,0.661,0.085
GOmf_0,140,5,0.586,0.561,0.675,0.135
GOmf_0,150,6,0.575,0.551,0.667,0.111
GOmf_0,160,7,0.581,0.555,0.672,0.122
GOmf_0,170,7,0.575,0.551,0.667,0.111
GOmf_0,180,9,0.554,0.53,0.647,0.065
GOmf_0,190,9,0.667,0.641,0.742,0.316
GOmf_0,200,9,0.656,0.634,0.726,0.291
GOmf_0,210,9,0.661,0.636,0.736,0.304
GOmf_0,220,9,0.613,0.587,0.7,0.194
GOmf_0,230,9,0.608,0.583,0.692,0.183
GOmf_0,240,9,0.559,0.531,0.661,0.07
GOmf_0,250,9,0.575,0.548,0.672,0.108
GOmf_0,260,10,0.548,0.521,0.65,0.048
GOmf_0,270,10,0.618,0.59,0.708,0.206
GOmf_0,280,11,0.602,0.577,0.689,0.171
GOmf_0,290,11,0.602,0.576,0.692,0.17
GOmf_0,300,11,0.629,0.605,0.709,0.231
GOmf_0,310,11,0.618,0.59,0.708,0.206
GOmf_0,320,11,0.597,0.571,0.686,0.158
GOmf_0,330,12,0.618,0.592,0.705,0.206
GOmf_0,340,12,0.613,0.588,0.697,0.195
GOmf_0,350,12,0.618,0.593,0.703,0.207
GOmf_0,360,13,0.624,0.599,0.706,0.219
GOmf_0,370,13,0.651,0.623,0.733,0.281
GOmf_0,380,14,0.64,0.612,0.724,0.256
GOmf_0,390,14,0.661,0.635,0.739,0.305
GOmf_0,400,15,0.64,0.613,0.722,0.256
GOmf_0,410,16,0.634,0.611,0.712,0.243
GOmf_0,420,16,0.629,0.606,0.706,0.231
GOmf_0,430,16,0.634,0.611,0.712,0.243
GOmf_0,440,16,0.661,0.64,0.73,0.302
GOmf_0,450,16,0.651,0.627,0.726,0.279
GOmf_0,460,16,0.608,0.587,0.684,0.186
GOmf_0,470,17,0.602,0.582,0.678,0.175
GOmf_0,480,18,0.656,0.63,0.733,0.292
GOmf_0,490,18,0.629,0.605,0.709,0.231
GOmf_0,500,21,0.629,0.608,0.704,0.232
joint_interaction_50,10,0,0.559,0.5,0.717,0.0
joint_interaction_50,20,1,0.581,0.558,0.667,0.125
joint_interaction_50,30,1,0.608,0.588,0.681,0.187
joint_interaction_50,40,1,0.581,0.554,0.675,0.121
joint_interaction_50,50,1,0.581,0.551,0.68,0.118
joint_interaction_50,60,1,0.586,0.554,0.691,0.129
joint_interaction_50,70,1,0.565,0.529,0.68,0.073
joint_interaction_50,80,2,0.575,0.542,0.685,0.101
joint_interaction_50,90,3,0.554,0.522,0.664,0.052
joint_interaction_50,100,3,0.57,0.541,0.672,0.093
joint_interaction_50,110,3,0.565,0.534,0.669,0.08
joint_interaction_50,120,3,0.586,0.558,0.683,0.132
joint_interaction_50,130,5,0.565,0.536,0.667,0.082
joint_interaction_50,140,6,0.538,0.508,0.648,0.018
joint_interaction_50,150,6,0.586,0.563,0.672,0.137
joint_interaction_50,160,6,0.581,0.555,0.672,0.122
joint_interaction_50,170,8,0.559,0.535,0.653,0.076
joint_interaction_50,180,8,0.559,0.534,0.655,0.074
joint_interaction_50,190,8,0.548,0.523,0.647,0.05
joint_interaction_50,200,9,0.543,0.518,0.641,0.039
joint_interaction_50,210,9,0.581,0.555,0.672,0.122
joint_interaction_50,220,9,0.618,0.592,0.705,0.206
joint_interaction_50,230,9,0.543,0.511,0.656,0.027
joint_interaction_50,240,9,0.554,0.527,0.653,0.061
joint_interaction_50,250,10,0.548,0.52,0.653,0.046
joint_interaction_50,260,11,0.618,0.589,0.71,0.206
joint_interaction_50,270,11,0.624,0.595,0.713,0.219
joint_interaction_50,280,11,0.618,0.589,0.71,0.206
joint_interaction_50,290,11,0.608,0.577,0.704,0.181
joint_interaction_50,300,11,0.613,0.584,0.705,0.194
joint_interaction_50,310,11,0.608,0.579,0.7,0.181
joint_interaction_50,320,11,0.613,0.585,0.702,0.194
joint_interaction_50,330,11,0.624,0.598,0.708,0.219
joint_interaction_50,340,11,0.629,0.601,0.716,0.231
joint_interaction_50,350,12,0.634,0.607,0.719,0.243
joint_interaction_50,360,12,0.575,0.549,0.669,0.11
joint_interaction_50,370,13,0.575,0.549,0.669,0.11
joint_interaction_50,380,13,0.64,0.612,0.724,0.256
joint_interaction_50,390,13,0.651,0.623,0.733,0.281
joint_interaction_50,400,13,0.651,0.623,0.733,0.281
joint_interaction_50,410,13,0.597,0.57,0.689,0.157
joint_interaction_50,420,13,0.634,0.607,0.719,0.243
joint_interaction_50,430,13,0.613,0.587,0.7,0.194
joint_interaction_50,440,13,0.634,0.61,0.714,0.243
joint_interaction_50,450,14,0.634,0.611,0.712,0.243
joint_interaction_50,460,15,0.634,0.609,0.717,0.243
joint_interaction_50,470,15,0.629,0.605,0.709,0.231
joint_interaction_50,480,15,0.624,0.6,0.703,0.219
joint_interaction_50,490,17,0.629,0.608,0.704,0.232
joint_interaction_50,500,18,0.613,0.589,0.695,0.195
GOcc_55,10,0,0.478,0.467,0.549,-0.068
GOcc_55,20,0,0.608,0.591,0.676,0.19
GOcc_55,30,1,0.586,0.568,0.661,0.142
GOcc_55,40,1,0.559,0.54,0.64,0.084
GOcc_55,50,1,0.597,0.576,0.675,0.163
GOcc_55,60,1,0.597,0.567,0.694,0.156
GOcc_55,70,1,0.575,0.542,0.685,0.101
GOcc_55,80,1,0.575,0.54,0.688,0.1
GOcc_55,90,1,0.624,0.591,0.72,0.22
GOcc_55,100,3,0.565,0.536,0.667,0.082
GOcc_55,110,3,0.57,0.542,0.669,0.095
GOcc_55,120,4,0.575,0.551,0.667,0.111
GOcc_55,130,4,0.543,0.514,0.65,0.032
GOcc_55,140,4,0.565,0.541,0.655,0.089
GOcc_55,150,5,0.554,0.529,0.65,0.063
GOcc_55,160,7,0.543,0.518,0.641,0.039
GOcc_55,170,7,0.538,0.512,0.639,0.026
GOcc_55,180,7,0.608,0.581,0.697,0.182
GOcc_55,190,8,0.613,0.588,0.697,0.195
GOcc_55,200,9,0.683,0.661,0.749,0.35
GOcc_55,210,9,0.683,0.661,0.749,0.35
GOcc_55,220,9,0.565,0.54,0.658,0.087
GOcc_55,230,9,0.677,0.657,0.741,0.337
GOcc_55,240,9,0.613,0.588,0.697,0.195
GOcc_55,250,9,0.608,0.583,0.692,0.183
GOcc_55,260,10,0.618,0.593,0.703,0.207
GOcc_55,270,10,0.613,0.587,0.7,0.194
GOcc_55,280,10,0.64,0.616,0.717,0.255
GOcc_55,290,10,0.64,0.613,0.722,0.256
GOcc_55,300,11,0.624,0.598,0.708,0.219
GOcc_55,310,11,0.629,0.604,0.711,0.231
GOcc_55,320,11,0.565,0.537,0.664,0.084
GOcc_55,330,11,0.575,0.548,0.672,0.108
GOcc_55,340,12,0.554,0.529,0.65,0.063
GOcc_55,350,12,0.586,0.558,0.683,0.132
GOcc_55,360,13,0.64,0.619,0.712,0.255
GOcc_55,370,14,0.575,0.548,0.672,0.108
GOcc_55,380,14,0.651,0.629,0.721,0.279
GOcc_55,390,15,0.651,0.628,0.723,0.279
GOcc_55,400,16,0.667,0.643,0.739,0.315
GOcc_55,410,16,0.624,0.599,0.706,0.219
GOcc_55,420,16,0.629,0.605,0.709,0.231
GOcc_55,430,17,0.629,0.605,0.709,0.231
GOcc_55,440,17,0.634,0.611,0.712,0.243
GOcc_55,450,17,0.645,0.621,0.723,0.267
GOcc_55,460,17,0.64,0.615,0.72,0.255
GOcc_55,470,17,0.634,0.607,0.719,0.243
GOcc_55,480,18,0.624,0.598,0.708,0.219
GOcc_55,490,18,0.624,0.6,0.703,0.219
GOcc_55,500,20,0.629,0.608,0.704,0.232
PPI_5,10,0,0.548,0.507,0.679,0.02
PPI_5,20,1,0.527,0.509,0.611,0.018
PPI_5,30,1,0.554,0.525,0.658,0.057
PPI_5,40,1,0.575,0.545,0.678,0.105
PPI_5,50,1,0.527,0.496,0.642,-0.01
PPI_5,60,1,0.543,0.509,0.661,0.021
PPI_5,70,1,0.559,0.525,0.675,0.06
PPI_5,80,2,0.597,0.567,0.694,0.156
PPI_5,90,3,0.591,0.562,0.689,0.144
PPI_5,100,4,0.597,0.568,0.691,0.156
PPI_5,110,4,0.597,0.57,0.689,0.157
PPI_5,120,4,0.602,0.576,0.692,0.17
PPI_5,130,5,0.565,0.538,0.661,0.085
PPI_5,140,5,0.586,0.561,0.675,0.135
PPI_5,150,6,0.575,0.551,0.667,0.111
PPI_5,160,7,0.581,0.555,0.672,0.122
PPI_5,170,7,0.575,0.551,0.667,0.111
PPI_5,180,9,0.554,0.53,0.647,0.065
PPI_5,190,9,0.667,0.641,0.742,0.316
PPI_5,200,9,0.656,0.634,0.726,0.291
PPI_5,210,9,0.661,0.636,0.736,0.304
PPI_5,220,9,0.613,0.587,0.7,0.194
PPI_5,230,9,0.608,0.583,0.692,0.183
PPI_5,240,9,0.559,0.531,0.661,0.07
PPI_5,250,9,0.575,0.548,0.672,0.108
PPI_5,260,10,0.548,0.521,0.65,0.048
PPI_5,270,10,0.618,0.59,0.708,0.206
PPI_5,280,11,0.602,0.577,0.689,0.171
PPI_5,290,11,0.602,0.576,0.692,0.17
PPI_5,300,11,0.629,0.605,0.709,0.231
PPI_5,310,11,0.618,0.59,0.708,0.206
PPI_5,320,11,0.597,0.571,0.686,0.158
PPI_5,330,12,0.618,0.592,0.705,0.206
PPI_5,340,12,0.613,0.588,0.697,0.195
PPI_5,350,12,0.618,0.593,0.703,0.207
PPI_5,360,13,0.624,0.599,0.706,0.219
PPI_5,370,13,0.651,0.623,0.733,0.281
PPI_5,380,14,0.64,0.612,0.724,0.256
PPI_5,390,14,0.661,0.635,0.739,0.305
PPI_5,400,15,0.64,0.613,0.722,0.256
PPI_5,410,16,0.634,0.611,0.712,0.243
PPI_5,420,16,0.629,0.606,0.706,0.231
PPI_5,430,16,0.634,0.611,0.712,0.243
PPI_5,440,16,0.661,0.64,0.73,0.302
PPI_5,450,16,0.651,0.627,0.726,0.279
PPI_5,460,16,0.608,0.587,0.684,0.186
PPI_5,470,17,0.602,0.582,0.678,0.175
PPI_5,480,18,0.656,0.63,0.733,0.292
PPI_5,490,18,0.629,0.605,0.709,0.231
PPI_5,500,21,0.629,0.608,0.704,0.232
pubmed_35,10,0,0.548,0.507,0.679,0.02
pubmed_35,20,1,0.538,0.499,0.667,-0.003
pubmed_35,30,1,0.602,0.58,0.684,0.173
pubmed_35,40,1,0.57,0.541,0.672,0.093
pubmed_35,50,1,0.511,0.476,0.637,-0.058
pubmed_35,60,1,0.559,0.525,0.675,0.06
pubmed_35,70,1,0.57,0.534,0.685,0.086
pubmed_35,80,2,0.581,0.545,0.693,0.113
pubmed_35,90,3,0.575,0.547,0.675,0.107
pubmed_35,100,4,0.591,0.568,0.678,0.148
pubmed_35,110,4,0.602,0.577,0.689,0.171
pubmed_35,120,5,0.581,0.558,0.667,0.125
pubmed_35,130,5,0.613,0.592,0.69,0.197
pubmed_35,140,6,0.575,0.551,0.667,0.111
pubmed_35,150,6,0.591,0.569,0.675,0.149
pubmed_35,160,7,0.591,0.569,0.675,0.149
pubmed_35,170,7,0.575,0.552,0.664,0.113
pubmed_35,180,7,0.559,0.535,0.653,0.076
pubmed_35,190,7,0.548,0.524,0.644,0.052
pubmed_35,200,7,0.543,0.519,0.638,0.042
pubmed_35,210,8,0.613,0.589,0.695,0.195
pubmed_35,220,8,0.624,0.599,0.706,0.219
pubmed_35,230,8,0.618,0.589,0.71,0.206
pubmed_35,240,10,0.608,0.585,0.689,0.184
pubmed_35,250,10,0.624,0.598,0.708,0.219
pubmed_35,260,10,0.624,0.599,0.706,0.219
pubmed_35,270,10,0.613,0.585,0.702,0.194
pubmed_35,280,10,0.591,0.569,0.675,0.149
pubmed_35,290,10,0.624,0.595,0.713,0.219
pubmed_35,300,10,0.608,0.581,0.697,0.182
pubmed_35,310,10,0.613,0.587,0.7,0.194
pubmed_35,320,10,0.618,0.593,0.703,0.207
pubmed_35,330,10,0.634,0.61,0.714,0.243
pubmed_35,340,10,0.608,0.582,0.695,0.182
pubmed_35,350,11,0.575,0.548,0.672,0.108
pubmed_35,360,11,0.629,0.606,0.706,0.231
pubmed_35,370,11,0.656,0.63,0.733,0.292
pubmed_35,380,12,0.591,0.565,0.683,0.145
pubmed_35,390,12,0.586,0.56,0.678,0.134
pubmed_35,400,12,0.645,0.622,0.72,0.267
pubmed_35,410,12,0.661,0.636,0.736,0.304
pubmed_35,420,13,0.683,0.66,0.751,0.351
pubmed_35,430,13,0.672,0.647,0.745,0.328
pubmed_35,440,13,0.629,0.604,0.711,0.231
pubmed_35,450,15,0.651,0.627,0.726,0.279
pubmed_35,460,15,0.651,0.626,0.728,0.28
pubmed_35,470,17,0.629,0.606,0.706,0.231
pubmed_35,480,18,0.651,0.629,0.721,0.279
pubmed_35,490,18,0.645,0.625,0.716,0.267
pubmed_35,500,18,0.613,0.592,0.69,0.197
co_expression_45,10,0,0.618,0.581,0.724,0.211
co_expression_45,20,1,0.527,0.509,0.611,0.018
co_expression_45,30,1,0.554,0.525,0.658,0.057
co_expression_45,40,1,0.575,0.545,0.678,0.105
co_expression_45,50,1,0.624,0.594,0.715,0.219
co_expression_45,60,1,0.591,0.56,0.694,0.142
co_expression_45,70,1,0.57,0.534,0.685,0.086
co_expression_45,80,2,0.597,0.567,0.694,0.156
co_expression_45,90,2,0.624,0.594,0.715,0.219
co_expression_45,100,3,0.602,0.573,0.697,0.169
co_expression_45,110,3,0.602,0.575,0.694,0.169
co_expression_45,120,4,0.565,0.538,0.661,0.085
co_expression_45,130,4,0.575,0.551,0.667,0.111
co_expression_45,140,6,0.565,0.538,0.661,0.085
co_expression_45,150,6,0.597,0.574,0.681,0.16
co_expression_45,160,6,0.565,0.54,0.658,0.087
co_expression_45,170,7,0.57,0.544,0.664,0.098
co_expression_45,180,8,0.565,0.54,0.658,0.087
co_expression_45,190,8,0.651,0.628,0.723,0.279
co_expression_45,200,9,0.634,0.611,0.712,0.243
co_expression_45,210,9,0.634,0.61,0.714,0.243
co_expression_45,220,9,0.634,0.61,0.714,0.243
co_expression_45,230,9,0.672,0.646,0.747,0.329
co_expression_45,240,10,0.656,0.633,0.729,0.291
co_expression_45,250,10,0.651,0.629,0.721,0.279
co_expression_45,260,11,0.661,0.639,0.732,0.303
co_expression_45,270,11,0.634,0.606,0.721,0.244
co_expression_45,280,11,0.629,0.601,0.716,0.231
co_expression_45,290,11,0.64,0.612,0.724,0.256
co_expression_45,300,11,0.618,0.59,0.708,0.206
co_expression_45,310,12,0.608,0.585,0.689,0.184
co_expression_45,320,12,0.602,0.575,0.694,0.169
co_expression_45,330,12,0.613,0.591,0.692,0.196
co_expression_45,340,12,0.613,0.588,0.697,0.195
co_expression_45,350,12,0.618,0.594,0.7,0.207
co_expression_45,360,12,0.629,0.606,0.706,0.231
co_expression_45,370,12,0.629,0.606,0.706,0.231
co_expression_45,380,12,0.629,0.605,0.709,0.231
co_expression_45,390,12,0.624,0.602,0.701,0.22
co_expression_45,400,13,0.651,0.629,0.721,0.279
co_expression_45,410,13,0.656,0.634,0.726,0.291
co_expression_45,420,13,0.661,0.639,0.732,0.303
co_expression_45,430,13,0.667,0.643,0.739,0.315
co_expression_45,440,14,0.667,0.641,0.742,0.316
co_expression_45,450,16,0.672,0.647,0.745,0.328
co_expression_45,460,17,0.677,0.653,0.748,0.34
co_expression_45,470,17,0.677,0.655,0.746,0.339
co_expression_45,480,18,0.656,0.633,0.729,0.291
co_expression_45,490,18,0.656,0.632,0.731,0.291
co_expression_45,500,18,0.656,0.633,0.729,0.291
GOmf_85,10,0,0.478,0.467,0.549,-0.068
GOmf_85,20,0,0.586,0.552,0.693,0.128
GOmf_85,30,0,0.565,0.529,0.68,0.073
GOmf_85,40,0,0.602,0.58,0.684,0.173
GOmf_85,50,1,0.586,0.564,0.67,0.138
GOmf_85,60,1,0.575,0.551,0.667,0.111
GOmf_85,70,1,0.57,0.548,0.655,0.104
GOmf_85,80,1,0.522,0.499,0.618,-0.003
GOmf_85,90,1,0.538,0.512,0.639,0.026
GOmf_85,100,1,0.522,0.499,0.618,-0.003
GOmf_85,110,1,0.597,0.572,0.684,0.159
GOmf_85,120,1,0.538,0.513,0.636,0.028
GOmf_85,130,2,0.527,0.501,0.63,0.002
GOmf_85,140,2,0.532,0.504,0.639,0.01
GOmf_85,150,2,0.575,0.544,0.68,0.104
GOmf_85,160,3,0.565,0.537,0.664,0.084
GOmf_85,170,3,0.586,0.559,0.68,0.133
GOmf_85,180,3,0.591,0.564,0.686,0.144
GOmf_85,190,3,0.608,0.579,0.7,0.181
GOmf_85,200,3,0.608,0.579,0.7,0.181
GOmf_85,210,4,0.613,0.587,0.7,0.194
GOmf_85,220,5,0.613,0.587,0.7,0.194
GOmf_85,230,5,0.591,0.564,0.686,0.144
GOmf_85,240,6,0.613,0.585,0.702,0.194
GOmf_85,250,6,0.597,0.571,0.686,0.158
GOmf_85,260,6,0.597,0.574,0.681,0.16
GOmf_85,270,6,0.591,0.569,0.675,0.149
GOmf_85,280,6,0.613,0.589,0.695,0.195
